f,i,q,0.00,1.00,2.00,3.00,4.00,5.00,6.00,7.00,8.00,9.00,10.00
0.00,32.50,0.20,0.98,0.01,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,32.50,0.15,0.98,0.01,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,32.50,0.10,0.98,0.01,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,32.50,0.05,0.99,0.01,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,30.00,1.00,0.98,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,30.00,0.95,0.98,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,30.00,0.90,0.98,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,30.00,0.85,0.98,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,30.00,0.80,0.98,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,30.00,0.75,0.98,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,30.00,0.70,0.98,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,30.00,0.65,0.98,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,30.00,0.60,0.98,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,30.00,0.55,0.98,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,30.00,0.50,0.98,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,30.00,0.45,0.98,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,30.00,0.40,0.98,0.01,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,30.00,0.35,0.98,0.01,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,30.00,0.30,0.98,0.01,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,30.00,0.25,0.98,0.01,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,30.00,0.20,0.98,0.01,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,30.00,0.15,0.98,0.01,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,30.00,0.10,0.99,0.01,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,30.00,0.05,0.99,0.01,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.50,90.00,1.00,0.78,0.00,-0.26,0.00,-0.06,0.00,-0.03,0.00,-0.02,0.00,-0.01
0.50,90.00,0.95,0.78,0.00,-0.26,0.00,-0.06,0.00,-0.03,0.00,-0.01,0.00,-0.01
0.50,90.00,0.90,0.78,0.00,-0.26,0.00,-0.06,0.00,-0.03,0.00,-0.01,0.00,-0.01
0.50,90.00,0.85,0.78,0.00,-0.26,0.00,-0.05,0.00,-0.03,0.00,-0.01,0.00,-0.01
0.50,90.00,0.80,0.78,0.00,-0.26,0.00,-0.05,0.00,-0.03,0.00,-0.01,0.00,-0.01
0.50,90.00,0.75,0.78,0.00,-0.25,0.00,-0.05,0.00,-0.03,0.00,-0.01,0.00,-0.01
0.50,90.00,0.70,0.78,0.00,-0.25,-0.01,-0.05,0.00,-0.03,0.00,-0.01,0.00,-0.01
0.50,90.00,0.65,0.79,-0.01,-0.25,-0.01,-0.05,0.00,-0.03,0.00,-0.01,0.00,0.00
0.50,90.00,0.60,0.79,-0.01,-0.24,-0.01,-0.05,0.00,-0.02,0.00,-0.01,0.00,0.00
0.50,90.00,0.55,0.79,-0.01,-0.24,-0.01,-0.05,0.00,-0.02,0.00,-0.01,0.00,0.00
0.50,90.00,0.50,0.80,-0.01,-0.23,-0.01,-0.05,0.00,-0.02,0.00,-0.01,0.00,0.00
0.50,90.00,0.45,0.80,-0.01,-0.23,-0.01,-0.04,0.00,-0.02,0.00,0.00,0.00,0.00
0.50,90.00,0.40,0.81,-0.01,-0.22,-0.01,-0.04,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,90.00,0.35,0.82,-0.01,-0.21,-0.01,-0.04,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,90.00,0.30,0.83,-0.01,-0.20,-0.01,-0.03,0.00,-0.01,0.00,0.00,0.00,0.01
0.50,90.00,0.25,0.84,-0.01,-0.18,-0.01,-0.03,0.00,-0.01,0.00,0.01,0.00,0.01
0.50,90.00,0.20,0.85,-0.01,-0.17,-0.01,-0.02,0.00,0.00,0.00,0.01,0.00,0.01
0.50,90.00,0.15,0.87,-0.01,-0.14,-0.01,-0.02,0.00,0.00,0.00,0.01,0.00,0.00
0.50,90.00,0.10,0.89,0.00,-0.12,-0.01,-0.01,0.00,0.01,0.00,0.01,0.00,0.00
0.50,90.00,0.05,0.93,0.00,-0.08,-0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00
0.50,87.50,1.00,0.78,0.00,-0.26,0.00,-0.05,0.00,-0.03,0.00,-0.01,0.00,-0.01
0.50,87.50,0.95,0.78,0.00,-0.26,0.00,-0.05,0.00,-0.03,0.00,-0.01,0.00,-0.01
0.50,87.50,0.90,0.78,0.00,-0.26,0.00,-0.05,0.00,-0.03,0.00,-0.01,0.00,-0.01
0.50,87.50,0.85,0.78,0.00,-0.26,0.00,-0.05,0.00,-0.03,0.00,-0.01,0.00,-0.01
0.50,87.50,0.80,0.78,0.00,-0.25,0.00,-0.05,0.00,-0.03,0.00,-0.01,0.00,-0.01
0.50,87.50,0.75,0.78,0.00,-0.25,0.00,-0.05,0.00,-0.03,0.00,-0.01,0.00,-0.01
0.50,87.50,0.70,0.79,0.00,-0.25,-0.01,-0.05,0.00,-0.03,0.00,-0.01,0.00,-0.01
0.50,87.50,0.65,0.79,-0.01,-0.25,-0.01,-0.05,0.00,-0.02,0.00,-0.01,0.00,0.00
0.50,87.50,0.60,0.79,-0.01,-0.24,-0.01,-0.05,0.00,-0.02,0.00,-0.01,0.00,0.00
0.50,87.50,0.55,0.79,-0.01,-0.24,-0.01,-0.05,0.00,-0.02,0.00,-0.01,0.00,0.00
0.50,87.50,0.50,0.80,-0.01,-0.23,-0.01,-0.05,0.00,-0.02,0.00,-0.01,0.00,0.00
0.50,87.50,0.45,0.81,-0.01,-0.23,-0.01,-0.04,0.00,-0.02,0.00,0.00,0.00,0.00
0.50,87.50,0.40,0.81,-0.01,-0.22,-0.01,-0.04,0.00,-0.02,0.00,0.00,0.00,0.00
0.50,87.50,0.35,0.82,-0.01,-0.21,-0.01,-0.04,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,87.50,0.30,0.83,-0.01,-0.20,-0.01,-0.03,0.00,-0.01,0.00,0.00,0.00,0.01
0.50,87.50,0.25,0.84,-0.01,-0.18,-0.01,-0.03,0.00,-0.01,0.00,0.01,0.00,0.01
0.50,87.50,0.20,0.85,-0.01,-0.17,-0.01,-0.02,0.00,0.00,0.00,0.01,0.00,0.01
0.50,87.50,0.15,0.87,-0.01,-0.14,-0.01,-0.02,0.00,0.00,0.00,0.01,0.00,0.00
0.50,87.50,0.10,0.89,0.00,-0.12,-0.01,-0.01,0.00,0.01,0.00,0.01,0.00,0.00
0.50,87.50,0.05,0.93,0.00,-0.08,-0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00
0.50,85.00,1.00,0.78,0.00,-0.25,0.00,-0.05,0.00,-0.02,0.00,-0.01,0.00,-0.01
0.50,85.00,0.95,0.78,0.00,-0.25,0.00,-0.05,0.00,-0.03,0.00,-0.01,0.00,-0.01
0.50,85.00,0.90,0.78,0.00,-0.25,0.00,-0.05,0.00,-0.03,0.00,-0.01,0.00,-0.01
0.50,85.00,0.85,0.78,0.00,-0.25,0.00,-0.05,0.00,-0.02,0.00,-0.01,0.00,-0.01
0.50,85.00,0.80,0.79,0.00,-0.25,0.00,-0.05,0.00,-0.02,0.00,-0.01,0.00,-0.01
0.50,85.00,0.75,0.79,0.00,-0.25,0.00,-0.05,0.00,-0.02,0.00,-0.01,0.00,0.00
0.50,85.00,0.70,0.79,0.00,-0.24,0.00,-0.05,0.00,-0.02,0.00,-0.01,0.00,0.00
0.50,85.00,0.65,0.79,0.00,-0.24,-0.01,-0.05,0.00,-0.02,0.00,-0.01,0.00,0.00
0.50,85.00,0.60,0.79,-0.01,-0.24,-0.01,-0.05,0.00,-0.02,0.00,-0.01,0.00,0.00
0.50,85.00,0.55,0.80,-0.01,-0.23,-0.01,-0.05,0.00,-0.02,0.00,-0.01,0.00,0.00
0.50,85.00,0.50,0.80,-0.01,-0.23,-0.01,-0.05,0.00,-0.02,0.00,-0.01,0.00,0.00
0.50,85.00,0.45,0.81,-0.01,-0.22,-0.01,-0.04,0.00,-0.02,0.00,0.00,0.00,0.00
0.50,85.00,0.40,0.81,-0.01,-0.22,-0.01,-0.04,0.00,-0.02,0.00,0.00,0.00,0.00
0.50,85.00,0.35,0.82,-0.01,-0.21,-0.01,-0.04,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,85.00,0.30,0.83,-0.01,-0.19,-0.01,-0.03,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,85.00,0.25,0.84,-0.01,-0.18,-0.01,-0.03,0.00,-0.01,0.00,0.00,0.00,0.01
0.50,85.00,0.20,0.85,-0.01,-0.16,-0.01,-0.02,0.00,0.00,0.00,0.01,0.00,0.01
0.50,85.00,0.15,0.87,-0.01,-0.14,-0.01,-0.02,0.00,0.00,0.00,0.01,0.00,0.00
0.50,85.00,0.10,0.89,0.00,-0.12,-0.01,-0.01,0.00,0.01,0.00,0.01,0.00,0.00
0.50,85.00,0.05,0.93,0.00,-0.08,-0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00
0.50,82.50,1.00,0.79,0.00,-0.24,0.00,-0.04,0.00,-0.02,0.00,-0.01,0.00,0.00
0.50,82.50,0.95,0.79,0.00,-0.24,0.00,-0.04,0.00,-0.02,0.00,-0.01,0.00,0.00
0.50,82.50,0.90,0.79,0.00,-0.24,0.00,-0.04,0.00,-0.02,0.00,-0.01,0.00,0.00
0.50,82.50,0.85,0.79,0.00,-0.24,0.00,-0.04,0.00,-0.02,0.00,-0.01,0.00,0.00
0.50,82.50,0.80,0.79,0.00,-0.24,0.00,-0.04,0.00,-0.02,0.00,-0.01,0.00,0.00
0.50,82.50,0.75,0.79,0.00,-0.24,0.00,-0.04,0.00,-0.02,0.00,-0.01,0.00,0.00
0.50,82.50,0.70,0.79,0.00,-0.24,0.00,-0.04,0.00,-0.02,0.00,-0.01,0.00,0.00
0.50,82.50,0.65,0.80,0.00,-0.23,0.00,-0.04,0.00,-0.02,0.00,-0.01,0.00,0.00
0.50,82.50,0.60,0.80,0.00,-0.23,-0.01,-0.04,0.00,-0.02,0.00,-0.01,0.00,0.00
0.50,82.50,0.55,0.80,0.00,-0.23,-0.01,-0.04,0.00,-0.02,0.00,-0.01,0.00,0.00
0.50,82.50,0.50,0.81,-0.01,-0.22,-0.01,-0.04,0.00,-0.02,0.00,-0.01,0.00,0.00
0.50,82.50,0.45,0.81,-0.01,-0.22,-0.01,-0.04,0.00,-0.02,0.00,-0.01,0.00,0.00
0.50,82.50,0.40,0.82,-0.01,-0.21,-0.01,-0.04,0.00,-0.02,0.00,0.00,0.00,0.00
0.50,82.50,0.35,0.82,-0.01,-0.20,-0.01,-0.04,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,82.50,0.30,0.83,-0.01,-0.19,-0.01,-0.03,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,82.50,0.25,0.84,-0.01,-0.18,-0.01,-0.03,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,82.50,0.20,0.86,-0.01,-0.16,-0.01,-0.02,0.00,0.00,0.00,0.01,0.00,0.00
0.50,82.50,0.15,0.87,0.00,-0.14,-0.01,-0.02,0.00,0.00,0.00,0.01,0.00,0.00
0.50,82.50,0.10,0.90,0.00,-0.11,-0.01,-0.01,0.00,0.01,0.00,0.01,0.00,0.00
0.50,82.50,0.05,0.93,0.00,-0.08,-0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00
0.50,80.00,1.00,0.79,0.00,-0.23,0.00,-0.04,0.00,-0.02,0.00,-0.01,0.00,0.00
0.50,80.00,0.95,0.79,0.00,-0.23,0.00,-0.04,0.00,-0.02,0.00,-0.01,0.00,0.00
0.50,80.00,0.90,0.79,0.00,-0.23,0.00,-0.04,0.00,-0.02,0.00,-0.01,0.00,0.00
0.50,80.00,0.85,0.80,0.00,-0.23,0.00,-0.04,0.00,-0.02,0.00,-0.01,0.00,0.00
0.50,80.00,0.80,0.80,0.00,-0.23,0.00,-0.04,0.00,-0.02,0.00,-0.01,0.00,0.00
0.50,80.00,0.75,0.80,0.00,-0.23,0.00,-0.04,0.00,-0.02,0.00,-0.01,0.00,0.00
0.50,80.00,0.70,0.80,0.00,-0.23,0.00,-0.04,0.00,-0.02,0.00,-0.01,0.00,0.00
0.50,80.00,0.65,0.80,0.00,-0.22,0.00,-0.04,0.00,-0.02,0.00,-0.01,0.00,0.00
0.50,80.00,0.60,0.81,0.00,-0.22,-0.01,-0.04,0.00,-0.02,0.00,-0.01,0.00,0.00
0.50,80.00,0.55,0.81,0.00,-0.22,-0.01,-0.04,0.00,-0.02,0.00,-0.01,0.00,0.00
0.50,80.00,0.50,0.81,0.00,-0.21,-0.01,-0.04,0.00,-0.02,0.00,-0.01,0.00,0.00
0.50,80.00,0.45,0.82,0.00,-0.21,-0.01,-0.04,0.00,-0.02,0.00,-0.01,0.00,0.00
0.50,80.00,0.40,0.82,0.00,-0.20,-0.01,-0.04,0.00,-0.02,0.00,0.00,0.00,0.00
0.50,80.00,0.35,0.83,0.00,-0.20,-0.01,-0.04,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,80.00,0.30,0.84,0.00,-0.19,-0.01,-0.03,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,80.00,0.25,0.85,0.00,-0.18,-0.01,-0.03,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,80.00,0.20,0.86,0.00,-0.16,-0.01,-0.02,0.00,0.00,0.00,0.00,0.00,0.00
0.50,80.00,0.15,0.88,0.00,-0.14,-0.01,-0.02,0.00,0.00,0.00,0.01,0.00,0.00
0.50,80.00,0.10,0.90,0.00,-0.11,-0.01,-0.01,0.00,0.00,0.00,0.01,0.00,0.00
0.50,80.00,0.05,0.93,0.00,-0.08,-0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00
0.50,77.50,1.00,0.80,0.00,-0.22,0.00,-0.03,0.00,-0.02,0.00,-0.01,0.00,0.00
0.50,77.50,0.95,0.80,0.00,-0.22,0.00,-0.03,0.00,-0.02,0.00,-0.01,0.00,0.00
0.50,77.50,0.90,0.80,0.00,-0.22,0.00,-0.03,0.00,-0.02,0.00,-0.01,0.00,0.00
0.50,77.50,0.85,0.80,0.00,-0.22,0.00,-0.03,0.00,-0.02,0.00,-0.01,0.00,0.00
0.50,77.50,0.80,0.81,0.00,-0.22,0.00,-0.03,0.00,-0.02,0.00,-0.01,0.00,0.00
0.50,77.50,0.75,0.81,0.00,-0.22,0.00,-0.03,0.00,-0.02,0.00,-0.01,0.00,0.00
0.50,77.50,0.70,0.81,0.00,-0.22,0.00,-0.03,0.00,-0.02,0.00,-0.01,0.00,0.00
0.50,77.50,0.65,0.81,0.00,-0.21,0.00,-0.03,0.00,-0.02,0.00,-0.01,0.00,0.00
0.50,77.50,0.60,0.81,0.00,-0.21,0.00,-0.03,0.00,-0.02,0.00,-0.01,0.00,0.00
0.50,77.50,0.55,0.82,0.00,-0.21,-0.01,-0.03,0.00,-0.02,0.00,-0.01,0.00,0.00
0.50,77.50,0.50,0.82,0.00,-0.20,-0.01,-0.03,0.00,-0.02,0.00,-0.01,0.00,0.00
0.50,77.50,0.45,0.82,0.00,-0.20,-0.01,-0.03,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,77.50,0.40,0.83,0.00,-0.20,-0.01,-0.03,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,77.50,0.35,0.83,0.00,-0.19,-0.01,-0.03,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,77.50,0.30,0.84,0.00,-0.18,-0.01,-0.03,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,77.50,0.25,0.85,0.00,-0.17,-0.01,-0.03,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,77.50,0.20,0.86,0.00,-0.16,-0.01,-0.02,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,77.50,0.15,0.88,0.00,-0.14,-0.01,-0.02,0.00,0.00,0.00,0.00,0.00,0.00
0.50,77.50,0.10,0.90,0.00,-0.11,-0.01,-0.01,0.00,0.00,0.00,0.01,0.00,0.00
0.50,77.50,0.05,0.93,0.00,-0.07,-0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00
0.50,75.00,1.00,0.81,0.00,-0.21,0.00,-0.03,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,75.00,0.95,0.81,0.00,-0.21,0.00,-0.03,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,75.00,0.90,0.81,0.00,-0.21,0.00,-0.03,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,75.00,0.85,0.81,0.00,-0.21,0.00,-0.03,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,75.00,0.80,0.81,0.00,-0.21,0.00,-0.03,0.00,-0.01,0.00,-0.01,0.00,0.00
0.50,75.00,0.75,0.82,0.00,-0.21,0.00,-0.03,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,75.00,0.70,0.82,0.00,-0.20,0.00,-0.03,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,75.00,0.65,0.82,0.00,-0.20,0.00,-0.03,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,75.00,0.60,0.82,0.00,-0.20,0.00,-0.03,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,75.00,0.55,0.82,0.00,-0.20,0.00,-0.03,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,75.00,0.50,0.83,0.00,-0.19,-0.01,-0.03,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,75.00,0.45,0.83,0.00,-0.19,-0.01,-0.03,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,75.00,0.40,0.84,0.00,-0.18,-0.01,-0.03,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,75.00,0.35,0.84,0.00,-0.18,-0.01,-0.03,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,75.00,0.30,0.85,0.00,-0.17,-0.01,-0.03,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,75.00,0.25,0.86,0.00,-0.16,-0.01,-0.03,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,75.00,0.20,0.87,0.00,-0.15,-0.01,-0.02,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,75.00,0.15,0.88,0.00,-0.13,-0.01,-0.02,0.00,0.00,0.00,0.00,0.00,0.00
0.50,75.00,0.10,0.90,0.00,-0.11,-0.01,-0.01,0.00,0.00,0.00,0.01,0.00,0.00
0.50,75.00,0.05,0.93,0.00,-0.07,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.50,72.50,1.00,0.82,0.00,-0.20,0.00,-0.02,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,72.50,0.95,0.82,0.00,-0.20,0.00,-0.02,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,72.50,0.90,0.82,0.00,-0.20,0.00,-0.02,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,72.50,0.85,0.82,0.00,-0.20,0.00,-0.02,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,72.50,0.80,0.82,0.00,-0.19,0.00,-0.02,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,72.50,0.75,0.82,0.00,-0.19,0.00,-0.02,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,72.50,0.70,0.83,0.00,-0.19,0.00,-0.02,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,72.50,0.65,0.83,0.00,-0.19,0.00,-0.02,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,72.50,0.60,0.83,0.00,-0.19,0.00,-0.02,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,72.50,0.55,0.83,0.00,-0.18,0.00,-0.02,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,72.50,0.50,0.84,0.00,-0.18,-0.01,-0.02,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,72.50,0.45,0.84,0.00,-0.18,-0.01,-0.02,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,72.50,0.40,0.84,0.00,-0.17,-0.01,-0.02,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,72.50,0.35,0.85,0.00,-0.17,-0.01,-0.02,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,72.50,0.30,0.86,0.00,-0.16,-0.01,-0.02,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,72.50,0.25,0.86,0.00,-0.15,-0.01,-0.02,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,72.50,0.20,0.87,0.00,-0.14,-0.01,-0.02,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,72.50,0.15,0.89,0.00,-0.13,-0.01,-0.02,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,72.50,0.10,0.91,0.00,-0.11,-0.01,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
0.50,72.50,0.05,0.93,0.00,-0.07,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.50,70.00,1.00,0.83,0.00,-0.19,0.00,-0.02,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,70.00,0.95,0.83,0.00,-0.18,0.00,-0.02,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,70.00,0.90,0.83,0.00,-0.18,0.00,-0.02,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,70.00,0.85,0.83,0.00,-0.18,0.00,-0.02,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,70.00,0.80,0.83,0.00,-0.18,0.00,-0.02,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,70.00,0.75,0.83,0.00,-0.18,0.00,-0.02,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,70.00,0.70,0.83,0.00,-0.18,0.00,-0.02,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,70.00,0.65,0.84,0.00,-0.18,0.00,-0.02,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,70.00,0.60,0.84,0.00,-0.18,0.00,-0.02,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,70.00,0.55,0.84,0.00,-0.17,0.00,-0.02,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,70.00,0.50,0.84,0.00,-0.17,-0.01,-0.02,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,70.00,0.45,0.85,0.00,-0.17,-0.01,-0.02,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,70.00,0.40,0.85,0.00,-0.16,-0.01,-0.02,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,70.00,0.35,0.86,0.00,-0.16,-0.01,-0.02,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,70.00,0.30,0.86,0.00,-0.15,-0.01,-0.02,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,70.00,0.25,0.87,0.00,-0.14,-0.01,-0.02,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,70.00,0.20,0.88,0.00,-0.13,-0.01,-0.02,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,70.00,0.15,0.89,0.00,-0.12,-0.01,-0.02,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,70.00,0.10,0.91,0.00,-0.10,-0.01,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
0.50,70.00,0.05,0.94,0.00,-0.07,-0.01,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
0.50,67.50,1.00,0.84,0.00,-0.17,0.00,-0.02,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,67.50,0.95,0.84,0.00,-0.17,0.00,-0.02,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,67.50,0.90,0.84,0.00,-0.17,0.00,-0.02,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,67.50,0.85,0.84,0.00,-0.17,0.00,-0.02,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,67.50,0.80,0.84,0.00,-0.17,0.00,-0.02,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,67.50,0.75,0.84,0.00,-0.17,0.00,-0.02,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,67.50,0.70,0.84,0.00,-0.17,0.00,-0.02,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,67.50,0.65,0.85,0.00,-0.17,0.00,-0.02,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,67.50,0.60,0.85,0.00,-0.16,0.00,-0.02,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,67.50,0.55,0.85,0.00,-0.16,0.00,-0.02,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,67.50,0.50,0.85,0.00,-0.16,0.00,-0.02,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,67.50,0.45,0.86,0.00,-0.16,-0.01,-0.02,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,67.50,0.40,0.86,0.00,-0.15,-0.01,-0.02,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,67.50,0.35,0.87,0.00,-0.15,-0.01,-0.02,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,67.50,0.30,0.87,0.00,-0.14,-0.01,-0.02,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,67.50,0.25,0.88,0.00,-0.13,-0.01,-0.02,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,67.50,0.20,0.89,0.00,-0.12,-0.01,-0.02,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,67.50,0.15,0.90,0.00,-0.11,-0.01,-0.01,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,67.50,0.10,0.91,0.00,-0.10,-0.01,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
0.50,67.50,0.05,0.94,0.00,-0.07,-0.01,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
0.50,65.00,1.00,0.85,0.00,-0.16,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
0.50,65.00,0.95,0.85,0.00,-0.16,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
0.50,65.00,0.90,0.85,0.00,-0.16,0.00,-0.01,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,65.00,0.85,0.85,0.00,-0.16,0.00,-0.01,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,65.00,0.80,0.85,0.00,-0.16,0.00,-0.01,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,65.00,0.75,0.85,0.00,-0.16,0.00,-0.01,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,65.00,0.70,0.85,0.00,-0.16,0.00,-0.01,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,65.00,0.65,0.86,0.00,-0.15,0.00,-0.01,0.00,-0.01,0.00,0.00,0.00,0.00
0.50,65.00,0.60,0.86,0.00,-0.15,0.00,-0.01,0.00,-0.01,0.00,0.00,0.00,0.00
